Procedimiento_isNacional,Procedimiento_isInternacional,Procedimiento_isIntTLC,Contratacion_isAdquisiciones,Contratacion_isArriendamientos,Contratacion_isObraPublica,Contratacion_isServicios,Entidad_count,Correo_isGob,Plantilla_isLicitacion,Plantilla_isAdjudicacion,Plantilla_isInvitacion,Publicacion_isTrimestre1,Publicacion_isTrimestre2,Publicacion_isTrimestre3,Publicacion_isTrimestre4
1,0,0,0,0,0,1,37371.0,1,0,1,0,0,1,0,0
0,0,0,1,0,0,0,37371.0,1,1,0,0,0,1,0,0
1,0,0,1,0,0,0,2132.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,4151.0,1,0,1,0,0,1,0,0
0,0,0,1,0,0,0,1272.0,0,0,1,0,0,1,0,0
1,0,0,1,0,0,0,1708.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,1708.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,1099.0,1,0,0,1,0,1,0,0
1,0,0,0,0,0,1,1675.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1187.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2217.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1187.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1497.0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,3197.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,4151.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,3197.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,4151.0,0,0,1,0,0,1,0,0
1,0,0,1,0,0,0,1708.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,1708.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,1708.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,1708.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,1272.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,4151.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,37371.0,0,0,1,0,0,1,0,0
0,0,1,1,0,0,0,37371.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,0,1,0,0
0,0,0,1,0,0,0,37371.0,0,1,0,0,0,1,0,0
1,0,0,0,0,0,1,1991.0,1,0,1,0,0,1,0,0
0,0,0,1,0,0,0,37371.0,0,0,1,0,0,1,0,0
0,0,0,1,0,0,0,37371.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,37371.0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1708.0,0,0,0,1,1,0,0,0
1,0,0,1,0,0,0,4151.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1586.0,0,0,1,0,1,0,0,0
0,0,0,1,0,0,0,3255.0,1,0,1,0,1,0,0,0
0,0,0,1,0,0,0,3255.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,0,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,791.0,0,1,0,0,1,0,0,0
1,0,0,1,0,0,0,791.0,0,1,0,0,1,0,0,0
1,0,0,1,0,0,0,791.0,0,1,0,0,1,0,0,0
1,0,0,0,0,0,1,2217.0,1,0,1,0,1,0,0,0
0,0,0,0,0,0,1,1497.0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1272.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,2217.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1896.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,3930.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1896.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,850.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1896.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1775.0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,2132.0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,0,0,1,0,1,0,0,0
1,0,0,0,0,1,0,1498.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,2217.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2132.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2132.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,0,0,1,0,1,0,0,0
1,0,0,0,0,1,0,4151.0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1187.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,1,3197.0,1,0,0,1,1,0,0,0
0,0,1,1,0,0,0,3197.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1991.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,1,0,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
0,0,0,1,0,0,0,37371.0,0,0,1,0,1,0,0,0
0,0,0,1,0,0,0,37371.0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2477.0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,0,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
0,0,0,1,0,0,0,37371.0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,1,791.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
0,0,0,1,0,0,0,37371.0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
0,0,1,1,0,0,0,3197.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1708.0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,1,0,1775.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,1,0,0,1,0,0,0
1,0,0,0,0,1,0,1775.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,1,0,0,1,0,0,0
0,0,1,1,0,0,0,1775.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,0,0,1,0,0,1,0,0
1,0,0,0,0,0,1,1497.0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,1,2217.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1187.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,0,0,1,0,1,0,0,0
0,0,0,1,0,0,0,37371.0,1,1,0,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,0,0,1,0,1,0,0,0
0,0,1,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
0,0,1,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,2477.0,1,0,0,1,1,0,0,0
0,0,0,1,0,0,0,1586.0,0,0,1,0,1,0,0,0
0,0,0,1,0,0,0,1586.0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
0,0,1,1,0,0,0,37371.0,1,0,0,1,1,0,0,0
0,0,0,1,0,0,0,1497.0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1775.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1775.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1858.0,1,0,1,0,1,0,0,0
0,0,0,1,0,0,0,37371.0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,1,2477.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2132.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2132.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,0,1775.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2477.0,1,0,1,0,1,0,0,0
0,0,1,1,0,0,0,1099.0,1,0,0,1,1,0,0,0
1,0,0,0,0,0,1,37371.0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2477.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2477.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,1,1858.0,1,1,0,0,1,0,0,0
1,0,0,1,0,0,0,2518.0,1,0,1,0,0,1,0,0
0,0,1,1,0,0,0,2217.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,4151.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,2048.0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2217.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,2217.0,0,0,1,0,1,0,0,0
0,0,1,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1233.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2470.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,850.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1498.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2518.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,2217.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2470.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2470.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1858.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1991.0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2518.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1991.0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2518.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1675.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2477.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1858.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1716.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1233.0,1,0,1,0,1,0,0,0
0,0,0,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1276.0,1,1,0,0,1,0,0,0
1,0,0,0,0,0,1,2470.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,3197.0,1,1,0,0,1,0,0,0
1,0,0,1,0,0,0,1896.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1896.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,3197.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1896.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,2477.0,1,0,1,0,1,0,0,0
0,0,1,1,0,0,0,4151.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,2132.0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,0,1,1,0,0,0
1,0,0,0,0,0,1,3197.0,1,0,0,1,0,1,0,0
1,0,0,1,0,0,0,1858.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,0,1,1,0,0,0
1,0,0,1,0,0,0,850.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1858.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2518.0,1,0,1,0,1,0,0,0
0,0,1,1,0,0,0,663.0,1,0,0,1,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1858.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,0,1,1,0,0,0
1,0,0,1,0,0,0,2518.0,1,1,0,0,1,0,0,0
0,0,1,1,0,0,0,2518.0,1,1,0,0,1,0,0,0
1,0,0,0,0,0,1,1099.0,0,1,0,0,1,0,0,0
0,0,0,1,0,0,0,2518.0,1,1,0,0,1,0,0,0
1,0,0,0,0,0,1,2217.0,0,0,1,0,1,0,0,0
1,0,0,0,0,1,0,2132.0,1,1,0,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1272.0,1,0,0,1,1,0,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
0,0,0,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,0,0,1,0,0,1,0,0
0,0,1,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1586.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1858.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1586.0,0,0,1,0,1,0,0,0
0,0,1,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1858.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,2132.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,1708.0,1,0,1,0,1,0,0,0
0,0,0,1,0,0,0,2048.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,2217.0,0,0,0,1,1,0,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,0,1,1,0,0,0
1,0,0,1,0,0,0,1276.0,1,0,0,1,1,0,0,0
1,0,0,1,0,0,0,1775.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,0,1,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1675.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,1,0,0,1,0,0,0
1,0,0,0,0,1,0,1276.0,0,0,0,1,1,0,0,0
1,0,0,1,0,0,0,2002.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,1498.0,1,0,1,0,0,0,1,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
0,0,0,1,0,0,0,2217.0,1,0,0,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,1,0,0,1,1,0,0,0
1,0,0,1,0,0,0,1675.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,1,0,0,1,0,0,0
1,0,0,1,0,0,0,1896.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,4151.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,4151.0,1,0,0,0,0,1,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,1896.0,0,0,1,0,0,1,0,0
1,0,0,1,0,0,0,4151.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,1991.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,1991.0,1,0,1,0,0,1,0,0
0,0,1,1,0,0,0,3930.0,1,0,0,1,0,1,0,0
1,0,0,1,0,0,0,4151.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,4151.0,1,0,0,0,0,1,0,0
1,0,0,1,0,0,0,4151.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,1991.0,1,0,1,0,0,1,0,0
1,0,0,0,0,1,0,1497.0,1,0,0,1,0,1,0,0
0,0,1,1,0,0,0,2518.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1896.0,1,0,1,0,1,0,0,0
0,0,1,1,0,0,0,2477.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,0,0,1,0,1,0,0,0
0,0,1,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,0,1,1,0,0,0
1,0,0,1,0,0,0,37371.0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2470.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,718.0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2048.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1775.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
0,0,0,1,0,0,0,37371.0,1,0,0,0,1,0,0,0
1,0,0,0,0,0,1,1775.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,4151.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,2064.0,1,0,1,0,0,1,0,0
0,0,0,1,0,0,0,37371.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,2477.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,4151.0,0,0,1,0,0,1,0,0
0,0,0,1,0,0,0,37371.0,0,1,0,0,0,1,0,0
1,0,0,1,0,0,0,1775.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,4151.0,0,0,1,0,0,1,0,0
1,0,0,0,0,0,1,1775.0,1,0,1,0,0,1,0,0
0,0,1,0,0,0,1,4151.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,1775.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,4151.0,0,0,1,0,0,1,0,0
1,0,0,1,0,0,0,1775.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,4151.0,0,0,1,0,0,1,0,0
1,0,0,1,0,0,0,1775.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,1775.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,1775.0,1,0,1,0,0,1,0,0
0,0,1,1,0,0,0,4151.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,791.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,3197.0,1,0,1,0,1,0,0,0
0,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
0,0,0,0,0,0,1,3930.0,1,1,0,0,1,0,0,0
0,0,0,1,0,0,0,3255.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1896.0,1,0,1,0,1,0,0,0
1,0,0,0,0,1,0,1775.0,1,1,0,0,1,0,0,0
1,0,0,0,0,0,1,2477.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1272.0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1896.0,1,0,1,0,1,0,0,0
0,0,0,0,0,0,1,1896.0,1,1,0,0,1,0,0,0
1,0,0,1,0,0,0,1498.0,1,1,0,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1896.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1896.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1586.0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,1,1187.0,1,1,0,0,1,0,0,0
1,0,0,0,0,0,1,2477.0,1,1,0,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
0,0,0,1,0,0,0,3930.0,1,0,1,0,1,0,0,0
1,0,0,0,0,1,0,1775.0,1,1,0,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1708.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1858.0,1,1,0,0,1,0,0,0
1,0,0,1,0,0,0,1896.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2477.0,1,0,1,0,1,0,0,0
1,0,0,0,0,1,0,37371.0,1,0,0,1,1,0,0,0
1,0,0,1,0,0,0,3930.0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,0,1,1,0,0,0
0,0,0,0,0,0,1,1896.0,0,0,1,0,0,1,0,0
1,0,0,1,0,0,0,37371.0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,1,4151.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1716.0,1,1,0,0,1,0,0,0
1,0,0,1,0,0,0,2132.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1187.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,3197.0,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,1187.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2132.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1187.0,1,0,1,0,1,0,0,0
0,0,1,1,0,0,0,2217.0,1,0,1,0,1,0,0,0
1,0,0,0,0,1,0,3197.0,1,1,0,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,1,0,3197.0,1,1,0,0,1,0,0,0
0,0,0,0,0,1,0,3255.0,1,1,0,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
0,0,0,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
0,0,1,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
0,0,1,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1708.0,1,0,0,1,1,0,0,0
1,0,0,1,0,0,0,3930.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,2217.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
0,0,0,0,0,0,1,4151.0,1,0,0,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
0,0,1,1,0,0,0,1775.0,1,0,1,0,1,0,0,0
0,0,0,1,0,0,0,37371.0,1,0,0,0,1,0,0,0
1,0,0,1,0,0,0,2132.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,850.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,0,718.0,1,0,1,0,1,0,0,0
0,0,1,1,0,0,0,1775.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,850.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,850.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
0,0,1,1,0,0,0,4151.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1099.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,1675.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,1187.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,850.0,1,0,1,0,1,0,0,0
0,0,0,0,0,0,1,37371.0,1,0,0,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,0,0,1,0,1,0,0,0
1,0,0,0,0,1,0,2470.0,1,1,0,0,1,0,0,0
1,0,0,0,0,0,1,1775.0,1,0,1,0,1,0,0,0
1,0,0,1,0,0,0,4151.0,1,0,1,0,1,0,0,0
1,0,0,0,0,1,0,2470.0,1,1,0,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,1,37371.0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,0,2002.0,1,0,1,0,1,0,0,0
